htid,title,org
mdp.39015080110623,The Intercollegian ,Young Women's Christian Associations National Student Council. 
mdp.39015079028752,"Preamble and constitution of the Industrial Workers of the World organized July 7, 1905 : as adopted 1905, and amended by conventions and ratified by referendum votes, 1906, 1907, 1908, 1910, 1911, 1912, 1913, 1914 ... 1925 ",Industrial Workers of the World 
mdp.39015079028778,"Preamble and constitution of the Industrial Workers of the World organized July 7, 1905 : as adopted 1905, and amended by conventions and ratified by referendum votes, 1906, 1907, 1908, 1910, 1911, 1912, 1913, 1914 ",Industrial Workers of the World 
mdp.39015079028935,Testimony of William D. Haywood before the Industrial Relations Commission ,Industrial Workers of the World 
mdp.39015080110920,The Intercollegian ,Young Women's Christian Associations National Student Council. 
mdp.39015080009775,"A staff report on ""A scientist's report on race differences"" by Frank C. J. McGurk ",Chicago Urban League 
njp.32101065130955,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
mdp.39015080110763,The Intercollegian ,Young Women's Christian Associations National Student Council. 
mdp.39015080181244,Rehabilitative and preventive programs in public welfare ,League of Women Voters of Michigan 
njp.32101065130955,Proceedings of the ... Biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
njp.32101065131029,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
njp.32101068189511,Handbook - The Fortnightly Club for the Study of Anthropology ,"Fortnightly Club for the Study of Anthropology, Yonkers, N.Y "
njp.32101068189529,Handbook - The Fortnightly Club for the Study of Anthropology ,"Fortnightly Club for the Study of Anthropology, Yonkers, N.Y "
nnc2.ark:/13960/t2j68xw9k,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Chicago Joint Board. 
mdp.39015080110771,The Intercollegian ,Young Women's Christian Associations National Student Council. 
nnc2.ark:/13960/t3fz1zc25,How wide is your circle? ,Young Women's Christian Association 
mdp.39015080262457,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
mdp.39015080262283,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
mdp.39015080262606,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
nnc2.ark:/13960/t6g20gj1x,A year's outline for religious meetings in student young women's Christian associations ,Young Women's Christian Association of the U.S.A 
mdp.39015080262614,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
nnc2.ark:/13960/t6sz0zw1z,Life stories of real girls ,Young Women's Christian Association of the U.S.A National Board. 
mdp.39015080267209,"Men's clothing industry, Chicago market. Decisions of the Board of arbitration, direct and appealed, 1219-1225 ","Amalgamated clothing workers of America and Men's clothing manufacturers associations Board of arbitration, Chicago. "
nnc2.ark:/13960/t8md3m73w,National convention Young Women's Christian Associations of the United States of America ,"Young Women's Christian Associations of the United States of America National Convention (17th : 1946 : Atlantic City, N.J.) "
nyp.33433010803710,"The clothing workers of Chicago, 1910-1922 ",Amalgamated Clothing Workers of America Research Dept. 
coo.31924054285238,Proceedings of the ... Biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
nyp.33433056928256,The young cook's guide a text-book on cookery ,"Young Women's Christian Association (Brooklyn, N.Y.) "
mdp.39015080262291,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
nyp.33433072832748,Council's favorite recipes ,National Council of Jewish Women Port Chester Section (N.Y.) 
mdp.39015082234785,The American Shakespeare magazine ,Fortnightly Shakespeare Club of New York City 
nyp.33433073623062,A peek into our kitchens ,National Council of Jewish Women Boston Section. 
coo.31924054285253,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
mdp.39015080262671,Foreign-born a bulletin of international service ,Young Women's Christian Association of the U.S.A National Board. Division on work for foreign born women. 
coo.31924054285279,Report of the General Executive Board and proceedings of the ... biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America General Executive Board. 
coo.31924054285311,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
coo.31924054285311,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America General Executive Board. 
nyp.33433075959639,Annual report of the Juvenile Protective Association of Chicago ,Juvenile Protective Association of Chicago 
coo.31924054285329,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
nyp.33433081563862,"Report Social morality committee, War work council, National board, Young womens Christian associations, June, 1917, to July, 1919 ",Young Women's Christian Association of the U.S.A National Board. War Work Council. Social Morality Committee. 
nyp.33433082254784,Virginia cookery book traditional recipes ,League of Women Voters of Virginia 
mdp.39015080478558,May Days - 1970 ,Industrial Workers of the World 
mdp.39015082861785,Proceedings of the ... convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39015086871350,Proceedings of the ... convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.49015002586833,Report [of the] national convention ,Young Women's Christian Association of the U.S.A National Board. 
miun.aeb2916.0001.001,"Agreement between clothing manufacturers of New York and Amalgamated Clothing Workers of America, establishing an unemployment insurance fund ",Amalgamated Clothing Workers of America 
coo.31924054285329,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America General Executive Board. 
coo.31924054285352,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America General Executive Board. 
nyp.33433082255104,The Up-to-date cook book of choice and tested receipts ,"Young Women's Christian Association (Terre Haute, Ind.) "
coo.31924054285378,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
coo.31924054285410,Documentary history of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
coo.31924054285469,General Executive Board report and proceedings of the ... biennial Convention of the Amalgamated Clothing Workers of America ,Amalgamated Clothing Workers of America Convention. 
osu.32435000385575,The advisory board of the student Y.W.C.A A statement concerning the present functions and aims ,Young Women's Christian Association of the U.S.A National Student Council. 
msu.31293200969743,The One big union monthly ,Industrial Workers of the World 
osu.32435011538212,"Staff report on ""A scientist's report on race differences,"" ",Chicago Urban League Research Department. 
msu.31293200969743,The One big union monthly ,Industrial Workers of the World General Executive Board. 
osu.32435028867349,Industrial pioneer ,Industrial Workers of the World General Executive Board. 
njp.32101058908607,Proceedings of the...annual convention of the Industrial Workers of the World ,Industrial Workers of the World 
osu.32435054859566,Intercollegian ,Young Women's Christian Association of the U.S.A National Student Council. 
mdp.39015084484529,Compilation of the 48 State direct primary systems ,League of Women Voters of New York State 
mdp.39015086871350,Minutes of the ... constitutional general convention of the Industrial Workers of the World ,Industrial Workers of the World 
mdp.39076001445472,Growing together a parent's guide to baby's first year ,La Leche League International 
njp.32101059428571,The onward sweep of the machine process ,Industrial Workers of the World 
mdp.49015000430125,The Nuclear waste primer a handbook for citizens ,League of Women Voters (U.S.) Education Fund. 
osu.32435054859590,Young men's era ,Young Women's Christian Association of the U.S.A National Student Council. 
osu.32435054873963,Young men's era ,Young Women's Christian Association of the U.S.A National Student Council. 
osu.32435054873971,Intercollegian ,Young Women's Christian Association of the U.S.A National Student Council. 
njp.32101063704900,"Report Social morality committee, War work council, National board, Young womens Christian associations, June, 1917, to July, 1919 ",Young Women's Christian Association of the U.S.A National Board. War Work Council. Social Morality Committee. 
